Protein IDs	Majority protein IDs	Gene names	Protein names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Mol. weight [kDa]	Q-value	Score	Reverse	Potential contaminant	Only identified by site	LFQ intensity Experiment1	LFQ intensity Experiment2	LFQ intensity Experiment3	LFQ intensity Experiment4	LFQ intensity Experiment5	LFQ intensity Experiment6	LFQ intensity Experiment7	LFQ intensity Experiment8	iBAQ Experiment1	iBAQ Experiment2	iBAQ Experiment3	iBAQ Experiment4	iBAQ Experiment5	iBAQ Experiment6	iBAQ Experiment7	iBAQ Experiment8	Intensity Experiment1	Intensity Experiment2	Intensity Experiment3	Intensity Experiment4	Intensity Experiment5	Intensity Experiment6	Intensity Experiment7	Intensity Experiment8
P00106	P00106	GENE106	MaxQuant protein 106	3	15	19	6	26.688124308143692	0.008879799264683429	130.50164667029503				16127465.529950673	23227697.146535218	258217.2128393898	3914865.6557653123	1017162.7253299017	9225460.959573122	5480722.584229262	5482415.616235377	381984.3408516651	2400083.319938615	4018161.5682645496	782924.1247754591	116331.67910091307	178579.47155277643	462997.57439237967	2349485.323645117	18595083.06966425	9264572.004291566	1085463.5355035062	4283695.789201284	1777653.2200116836	844585.3826172622	39528566.867494054	27439050.02656269
P00107	P00107	GENE107	MaxQuant protein 107	1	27	5	6	161.67106030035674	0.007381566873443763	177.64817058162777				3591376.5524799717	10421860.228537975	165922.893079036	4357205.367305581	85916039.27722563	9128326.518659651	6650905.220057069	2843194.785983494	4568258.007694771	1377433.040204591	5089323.417281096	3812429.8490297454	720843.2333826649	9442222.679052133	1819614.9279725316	1073195.6458483688	39584994.21576025	91410618.88922052	15285503.566251628	111340378.8792454	1391713.2622699281	11766102.948491424	15903294.10780153	2448821.4449512744
P00108	P00108	GENE108	MaxQuant protein 108	3	14	18	8	30.586679218177917	0.007456152752313717	153.48404178978413				6244376.664145676	1588478.4130947127	340033.29907214217	18317138.44336002	13994544.776683269	65174794.611651875	13171187.099250544	9156616.703012997	329039.8170952853	110525.05386508316	172240.66145761393	127768.38578935174	1607743.9125718114	410850.6023531639	373508.0844286057	493508.0597894268	13115254.628027529	33006727.8779436	35115842.65764535	5549329.433274981	1327133.2280011391	28343243.19166346	2008698.6726856257	6338878.695465146
P00109	P00109	GENE109	MaxQuant protein 109	3	18	16	7	10.337684409249775	0.002357080672188988	155.595667805729				18758154.92508029	9052519.695360959	11344273.287901383	3089250.26970696	158701055.74093857	8851849.98727457	20802669.97259775	297507.75628301356	541387.6924455984	1050775.4257752774	3702684.6919341474	1087027.7203127288	570724.6172804462	776245.4236286425	128569.92262286197	4012423.4693637756	1153911.2054564157	9989580.945204483	15059499.57495841	4042529.1363822115	70908139.21810251	80858761.72819617	5544886.143068677	11090612.850691589
P00110	P00110	GENE110	MaxQuant protein 110	4	14	18	12	164.55025271559649	0.009184312763284005	50.387833960319746				11767960.344817758	12161217.884849144	10389063.060941607	7477083.107477058	2333879.7142806295	1354008.4003455078	3588097.9960806337	31861529.119682197	18327556.546642024	2202406.573351324	209052.9211269706	2640133.5140636754	1104755.1103304774	170872.32573351258	2287518.409120505	1347565.6134371187	8444699.635125788	26159810.418397147	3164029.328365007	228571.71172713928	8720682.424130123	22782531.447400987	51786986.03232908	79435177.60066953
P00111	P00111	GENE111	MaxQuant protein 111	3	27	14	13	157.65146614451672	0.007592863113905806	191.81957931334745				1403162.2467805322	4602943.566254445	37255992.83230491	3072255.4498690474	2698238.8113281443	29479620.547777686	2195995.7581226826	866514.6537300599	2452852.313570738	1227167.328965384	773959.3475902672	473889.0956578938	1579083.9501413775	4506716.181824945	1177359.635205979	6513335.798526103	712057.0859438124	173368529.60016096	464241.8467239982	90554524.40823157	2910228.6499810247	13938394.701786753	45879476.22794339	113151857.47630736
P00112	P00112	GENE112	MaxQuant protein 112	1	20	18	8	64.69185947042882	0.0010744878219266219	166.2341023855601				1096085.542844587	9647835.711245863	29923914.939120207	3886053.8189749336	3601558.1384948916	21776505.124357466	151199.46952891868	410008.8496745283	391859.1104275562	5589252.124630905	88565.75584488056	970008.3570932088	1098154.562260698	1577883.7809162573	146727.75619373145	3983394.925865187	4442054.394938424	5588780.851391861	629600.5344764214	3226952.9520350536	6629044.011519688	15487256.674059818	22166113.860100158	17789869.99223819
P00113	P00113	GENE113	MaxQuant protein 113	2	11	18	20	68.4138621261989	0.007913549787984019	275.7527713058376				14897029.372526623	2024402.72579112	3414087.180234712	13511755.454874272	2034492.3319076647	1872036.9231852717	5125182.434316467	8021038.772483342	622714.8860327156	299527.3972584147	478144.7370996062	1452639.7372471318	21491686.56159921	12866511.95566803	66026.66458023326	374146.99229719304	1531224.5413024237	141198092.60201043	6056148.518004433	14909048.736184563	1083586.7002624704	1674112.3642981972	212126115.753129	4636276.213929272
P00114	P00114	GENE114	MaxQuant protein 114	1	3	21	19	169.37326845833468	0.006577010846599684	136.04222028221744				4651536.509759835	9125962.56201947	13405997.17847657	2731474.420591891	2567439.1314103147	334518.99827426195	83837524.78931677	2482165.3439010354	4341461.026994144	1602323.7738375876	344294.1785497741	1247403.703291797	5293717.389419575	428915.8482657158	33914.77986518606	1648932.293879293	1846738.6099519092	4582520.834634669	98990712.7241106	2661074.9237470096	3554255.715627195	6657818.822227306	2728996.618454779	37278433.72525777
P00115	P00115	GENE115	MaxQuant protein 115	3	27	7	13	74.67173875491928	0.008616564246471715	152.9573009971663				2931917.098771441	1266700.947927571	2199937.604782097	1483167.2294245306	11740572.509678695	3378137.624960572	274778.9993038707	1435251.4581964687	395900.3104137126	1477724.8163878322	188227.87054415038	1771670.251417233	1674523.400625302	2113862.2007694603	288438.63572731015	4813836.823439904	10661213.022412969	14329995.819098184	13375073.751081923	2075456.8287573876	1587331.164056004	12236960.782935806	4532722.850729818	1839933.987310508
P00116	P00116	GENE116	MaxQuant protein 116	3	24	10	20	66.19210772060067	0.00781242549475378	210.68560944547977				5380741.952714748	3293177.8876614664	1340136.1372694592	7966653.101356401	2275558.394697342	17757246.70756115	4185450.0947301146	3296383.404293273	1505135.7754978174	2130133.900793519	2470705.0090015307	1900040.6037206927	314654.62908108294	2629827.224944268	471566.91873675113	400230.46309782413	646112.4697166234	7294668.8603424765	1538995.3903264473	10187857.842939738	27621955.12582898	2583004.707501565	30629701.38549228	5743018.252804926
P00117	P00117	GENE117	MaxQuant protein 117	2	4	10	20	128.73723652969522	0.0014696203773137961	236.00766731009418				1313320.920549202	18106358.466094635	2924523.5407785354	784472.090179833	2196789.4497526996	1773861.4342735729	192094973.20267645	2788299.234506931	1045184.012868785	191398.256308989	283147.2497768174	1278352.8561819831	784255.5326051874	243750.11541149823	1552186.6398203883	223171.97884185778	6351703.8554742215	5839290.578895218	4471267.524635664	39119544.236020945	478197.3660523517	1827895.5927919447	5023296.97822994	12299694.405495007
P00118	P00118	GENE118	MaxQuant protein 118	3	18	13	12	173.22758726327748	0.008397773867044264	133.06693514387368				801534.4735332184	5494527.360508931	17032489.917580854	589072.2810498946	8440107.105241248	100493.55805790951	863591.3371476277	9891249.222932592	4127394.477463007	197345.06134792828	7188840.146610583	7719767.194066302	2590450.3786460995	1595749.52807918	346318.5567195321	1500924.4605376467	5110433.335779184	9811525.426412487	68600213.64878678	7406156.189234445	21633774.61897754	4147038.987296846	347968.16915420396	13391600.597871212
P00119	P00119	GENE119	MaxQuant protein 119	3	20	3	10	11.381357265986217	0.000343377845043128	276.626282703482				292457.0866914073	468904.4386882082	361786.79094013793	13601882.608784767	1120454.0020335459	5223115.424732826	3467220.1889107083	965031.8425450874	581207.3892003477	5566179.9313672	874626.8302600672	939378.1111863381	784995.1727731805	342100.10857796326	5831346.430375366	75958.3496138551	15361659.919581922	14316948.318848925	1079501.6866951743	19725778.99733882	13109269.476162989	28266094.364917785	89809099.48062943	12918763.40819567
P00120	P00120	GENE120	MaxQuant protein 120	1	9	19	10	101.18991809933773	0.003987548787782679	177.18935695642608				1991806.7277689928	9950224.93065055	9281058.25461735	16752847.34287635	1715984.9181002863	3914553.4098503557	802424.7529257016	6200016.336201583	888238.8578438476	4508443.286980254	734558.7444043261	633311.9784591328	29604.421191830075	7680215.405216225	1828297.78434925	6295508.461885752	1455513.8222954788	38692235.18458285	1636417.0058602341	3462677.2393960604	33291155.89800444	26688057.179844316	968765.6603932295	8416778.139462033
P00121	P00121	GENE121	MaxQuant protein 121	1	9	6	2	91.51438365030505	0.004078611824863216	177.41591640938887				801969.6278005443	4044261.2549956986	2485202.918700076	2314874.0622359584	1001129.0185925226	5053782.839598346	3962486.432489384	8116859.089119529	985496.2239505593	298947.44311094424	1050585.8175722437	1098007.470260653	2392177.023435156	3662668.77378117	131723.30576061705	1000798.7059156551	29448124.950829126	10565166.98198165	4202235.383256554	63195532.081622064	184518583.6058002	129052162.09882556	78452306.74595119	1743441.9397618019
P00122	P00122	GENE122	MaxQuant protein 122	2	2	23	16	77.17075958764904	0.0053834147193088855	276.4937618409272				1016520.880894389	803072.872894582	51764188.418376185	4809685.705937067	3682292.4553417293	2914124.052953883	32115666.61321768	9249979.85625435	332631.2486500288	680354.5853010586	5146250.585300051	445668.55072170804	909453.640009996	36994.419065857386	1758784.3920180583	1201659.1286596663	1418299.7109823718	3776806.331246362	12408613.189204317	2870893.759363093	5116364.964770009	2852655.225598639	1643478.3466169285	2953062.6505518183
P00123	P00123	GENE123	MaxQuant protein 123	4	14	18	6	168.93862861384483	0.0066702823001995116	51.46032040621036				744598.4814690013	3541000.6052824636	2426243.266564293	3874425.094434427	10983820.730391935	7114316.545517171	2944646.2274490115	18794905.98608588	1231672.2307439987	1950567.3804378302	1981618.12273688	917364.2556793746	6163207.265244103	4406886.010150164	1525103.9874244644	478114.458988412	13743794.251923556	1538418.426013984	31483008.98189213	6209475.490526806	1928348.232962422	1160696.2331239302	68410230.30363566	10712342.096181203
P00124	P00124	GENE124	MaxQuant protein 124	2	15	4	11	15.568517946878567	0.009841194330247926	234.99399710351005				354942.19990024786	10318845.436601527	15318669.075610828	2473980.5782850375	1470738.191029692	936881.8109403967	762379.0317064523	1049696.8210555285	173410.706916245	7750364.31100499	3271092.658105778	27936.066577666763	3202435.5509856865	534385.6485416015	5493761.885273786	199289.77287358782	2365216.0971272388	6000610.206657004	4674678.197208362	629365.2869177102	4017905.352062343	1848134.9354401503	12324510.535838494	18942204.18201742
P00125	P00125	GENE125	MaxQuant protein 125	4	18	6	14	112.73202546660804	0.009724948225680348	88.14711719984746				9950114.891085269	6252518.28981044	388993.2054190526	6351158.054479927	178128.26765206023	3317413.730223537	1025360.0758684195	692220.3299744237	5331565.317662093	1227100.2470915546	74495.834402659	1028806.0207080484	399373.0686495624	2917415.9731112835	109243.85635483403	148839.23988305882	17893493.62968898	5533038.940570456	3544527.3581273905	26265680.909684613	5037906.020029917	1147091.6593475493	11662566.986879379	7109021.913042387
P00126	P00126	GENE126	MaxQuant protein 126	2	26	9	18	184.71668357352948	0.0029627412242908303	140.2394046712029				1077785.3494995525	165819.26225473973	1739334.0200498288	12700668.44719417	6955539.416170496	7838028.171174922	303828.9362995664	2068528.4719570184	9061268.41320717	632393.3067725449	1533292.5047638842	662490.4625611736	343797.6577158473	3805180.8362048496	6281695.389728301	2478669.9866777277	6681600.293779114	1115359.616084436	32988120.45686791	13544466.463336436	59839475.147440605	17939229.241110757	3748005.4364976822	14401545.879416239
P00127	P00127	GENE127	MaxQuant protein 127	4	10	14	16	190.98853469658954	0.004502139506351889	96.99199273057944				3459645.4399078367	4639606.41631164	114902.8485820846	1118108.375361484	297525.8821977282	3895364.5657804077	1575372.79638	6857574.991503059	2919958.432813032	80777.06010809219	120500.44217112518	1168451.9790651654	1253269.612481488	415084.32338125183	254322.06474559024	1609367.0758511284	4865831.799000538	88031146.4733031	21659069.14698076	10233825.46313868	2051650.2970477014	13228332.042608898	6223212.110946447	10954381.953816617
P00128	P00128	GENE128	MaxQuant protein 128	3	7	20	4	127.63652555355405	0.0027110323547222394	279.7473579784546				6281780.423167367	17921837.249019265	1675565.5310744033	5091540.070668562	4281599.862092994	4480901.189154742	13684038.419710994	1506846.1793597196	809135.0236998803	4448594.120773901	428394.01333160035	407142.580048974	5573745.13807818	4313145.140229699	75739.27453808111	14524946.70382096	8524997.223718585	5229620.191906986	64451629.61653377	8910826.312023804	18751097.778410558	2044834.6442943597	47463616.06438583	7882103.6161835035
P00129	P00129	GENE129	MaxQuant protein 129	1	13	11	20	89.98837805663271	0.009398559052546438	81.74276979953893				22826037.807724643	17072395.548571758	63184039.89499658	5698558.528306394	17360295.078388214	2198111.11290614	1964403.3923462308	7222990.220069754	1395396.3736893144	42027970.48414609	213484.04286097907	574093.8262211519	8362798.200365463	425875.8274235741	489347.89644731116	19977232.523428448	210344.37226284615	24246078.43952039	3769084.5406360356	1973193.344352721	1829715.231303617	77963529.80551882	117344613.62682486	52015043.12834572
P00130	P00130	GENE130	MaxQuant protein 130	2	27	19	7	184.832393126096	0.00969528801484512	91.89590108089239				20488756.580268428	3986154.804210886	4304401.589802494	76354820.85665755	12204389.189580126	4687636.75553186	7656058.65301071	942831.3545122616	665402.3634310621	484177.2514900863	6699873.628261724	6624987.636720682	693223.8706293061	379012.1741805458	8416457.744800963	13952398.244365782	76835945.199739	1498771.1665663368	3907475.9981996813	16118484.620781038	12059620.224375524	1603267.4882650808	7597778.72142363	4157962.617324229
P00131	P00131	GENE131	MaxQuant protein 131	4	15	21	12	27.883884545438253	0.004681761579409377	192.3998445120358				418780.7974566893	1680825.3930195002	9827112.07417755	6027028.852677808	5823026.548331636	352759.59847788996	2483398.675944184	8199097.537615429	3035676.355688518	313631.75164213823	406244.18491452123	250145.6746276329	153317.31053505425	577446.2777377003	545371.9194076434	165833.0390586852	61278860.010363795	3318204.678604942	5994359.390092555	17247938.08834793	3534761.1306807813	36344809.650908954	26951041.257140778	14960223.795851804
P00132	P00132	GENE132	MaxQuant protein 132	1	5	8	3	39.627413919855044	0.005228716035006562	296.3396578257782				4522756.916107159	8204685.018808505	1117384.7176365787	6611232.1530730035	6232751.993171051	5207848.51346145	2332869.0819704654	9816202.677792903	95957.6708719826	10096706.26839528	264669.3074762578	3252418.999315465	384021.4355526458	2594117.6038870504	686671.0641543664	1256796.9131373628	3918800.965362402	9653266.12427587	108228941.05925196	6755189.605979707	6460675.338667801	2046108.8284418723	28660635.505208097	15494862.69860495
P00133	P00133	GENE133	MaxQuant protein 133	1	26	11	3	29.750082517568575	0.0006683513601207803	181.2477197205704				5432564.028251603	1513803.7977354648	1826261.8973181103	706985.0641437169	4774152.212223047	3511232.3759247423	4064138.84088759	1526489.5141030434	1719436.0787479687	140124.09276402244	1723947.8689097457	1996185.1445019883	222813.93928407878	9206639.6451232	867705.3366756742	460469.5434312569	3538776.5278732376	1047767.3335322196	24958009.011927895	17304918.166189406	5875343.965801587	8699923.748993944	3855016.0643549147	51791942.72581997
P00134	P00134	GENE134	MaxQuant protein 134	1	12	22	11	147.12554959704138	0.00892257279235384	125.80489774339158				673718.8133127064	2213719.271005945	5652451.407457915	852282.2675729968	32772534.156852905	5650462.467011993	361066.7318512874	3012486.7656652764	3289801.5858702385	9968488.275415692	146500.2848570695	405503.9161750547	2714577.7450457765	2819469.371136812	1796183.170620406	9498588.461562011	43462958.47655314	48453219.01482181	67169669.51532927	557432.001080121	29533778.897849195	47281039.594238065	21274100.064612713	11593557.580273211
P00135	P00135	GENE135	MaxQuant protein 135	1	7	18	10	84.10038755859736	0.007291569695460884	256.59027194596285				4193691.2273032954	2866282.6109887864	7965024.149618381	15246240.631305806	3218948.047273669	7937371.766814379	1192392.6672220293	9525260.925951384	9954453.427576987	395518.58828630793	120564.11507016899	509653.4615831649	882577.658836314	694122.6969056393	524760.6694844151	183737.85226750842	3189461.546905869	12823482.279347263	9236162.177707149	1561128.8427760727	10434540.064038292	444127.7807978914	687952.7854355875	333306.6066430617
P00136	P00136	GENE136	MaxQuant protein 136	2	24	18	19	114.56399265741517	0.00906341750738512	132.55410212159254	+			7115942.535187517	15820476.685132679	3067822.778204823	21810918.293435365	173741.35204395908	17630659.777435467	1242171.275632018	8128290.815527862	3908959.5543657755	17476427.593076035	274541.2618534395	3611740.3729140335	1451625.7331758628	1221256.889330926	499429.35089342337	2909710.4554850007	412940.39953203197	21856260.99034115	2668400.6898322236	987580.518204128	841335.1707921757	4980204.7517584395	45730838.246894956	5583819.377928687
P00137	P00137	GENE137	MaxQuant protein 137	3	21	17	9	50.00883001874551	0.009510744360933982	261.0180564620762	+			1217742.9437874309	2019179.7595130343	23150573.804698333	2038654.9464334697	6312332.397153397	3367668.7956305947	1031871.7052630783	17879649.25164512	591905.9949169463	3136946.057441343	1389660.4801225048	6507017.893265058	478058.592795822	1074721.0279457967	4818007.740504793	258637.32213882403	20248321.40171239	11292502.684728062	18138505.245306607	7755154.797654994	6461863.967272193	2399277.3865551515	6247674.656907431	67365922.07969126
P00138	P00138	GENE138	MaxQuant protein 138	2	27	14	6	75.0684244484229	0.008242031542071107	227.95167478980176	+	+		1543686.986592682	58154.56453220307	15933471.319427641	8968555.268264383	819047.9563024931	5311432.870981805	23161571.64014984	45636709.72066932	90419.22510775896	2272224.3437404167	809352.6341993809	6036624.8737630425	210800.03646611716	253151.1312986229	2233367.1257972713	638719.5678445427	24662662.35866622	3123214.5237423773	9230902.195095446	12419193.000427628	2191557.2197332564	3950502.0094375806	4327866.422194783	11821348.266637899
P00139	P00139	GENE139	MaxQuant protein 139	4	14	25	20	24.63701884337619	0.0038347344071267267	237.13811012545642	+	+	+	2156633.257213621	7485638.152207517	2768682.8097238606	2827442.8407183792	2149025.241319955	1609478.9623651705	7460378.061892492	4841333.0289106425	140650.73600315413	382546.90500989597	1971842.5174233816	4941142.492239882	73648.44447312302	618418.3819929465	8975925.818382343	1737464.1035735372	110948386.844372	5341141.745579163	4206853.467961119	44724647.29614162	20117149.751577694	10086668.29335603	14191540.086275386	2162791.3529910333
P00140	P00140	GENE140	MaxQuant protein 140	4	11	11	6	122.17047811502627	0.007062788193861706	202.05649739550378	+	+	+	15394357.422096763	37609228.95864493	6240812.202378788	120409.97857152454	19524306.769291073	10852778.229460465	338592.2050255586	1323837.6559787178	360741.51227427885	512735.4173295096	223460.09448105659	1338281.3867250802	7801512.625092107	2659805.8713570433	2525479.9090597345	2309968.6151800402	12454788.970882436	17037618.457687713	4956134.187764414	7785807.45343545	3332851.52255631	7683370.506889343	21004561.941670436	5500416.879940208
